"Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","User_Score","Rating"
"Shinobi","PS2",2002,"Platform","Sony Computer Entertainment",0.36,0.28,0.22,0.09,0.96,7.9,"M"
"Mortal Kombat: Deadly Alliance","XB",2002,"Fighting","Midway Games",0.77,0.15,0,0.04,0.96,8.4,"M"
"The Witcher 2: Assassins of Kings","PC",2011,"Action","Namco Bandai Games",0.25,0.56,0,0.14,0.96,8.5,"M"
"Sniper Elite V2","PS3",2012,"Shooter","505 Games",0.38,0.38,0.06,0.14,0.96,6.9,"M"
"ESPN NBA 2K5","XB",2004,"Sports","Global Star",0.88,0.04,0,0.04,0.95,8.7,"E"
"Gangs of London","PSP",2006,"Adventure","Sony Computer Entertainment",0.3,0.43,0,0.22,0.95,6.7,"M"
"Mario Tennis Open","3DS",2012,"Sports","Nintendo",0.26,0.29,0.34,0.05,0.95,6.9,"E"
"PilotWings Resort","3DS",2011,"Simulation","Nintendo",0.4,0.36,0.13,0.07,0.95,7.4,"E"
"World Championship Poker","PS2",2004,"Misc","Play It",0.8,0.03,0,0.13,0.95,7.7,"E"
"My Weight Loss Coach","DS",2008,"Sports","Ubisoft",0.3,0.54,0,0.11,0.95,7.6,"E"
"Tom Clancy's Splinter Cell: Chaos Theory","PS2",2005,"Action","Ubisoft",0.36,0.45,0,0.14,0.95,8.6,"M"
"Sonic Unleashed","X360",2008,"Platform","Sega",0.54,0.32,0,0.09,0.95,7.8,"E10+"
"SpongeBob SquarePants: Battle for Bikini Bottom","GC",2003,"Platform","THQ",0.74,0.19,0,0.03,0.95,8.6,"E"
"PlayStation All-Stars Battle Royale","PS3",2012,"Action","Sony Computer Entertainment",0.5,0.27,0.04,0.15,0.95,7.3,"T"
"Pro Evolution Soccer 2014","PS3",2013,"Action","Konami Digital Entertainment",0.03,0.41,0.51,0,0.95,4.1,"E"
"Tom Clancy's Ghost Recon: Future Soldier","PS3",2012,"Shooter","Ubisoft",0.41,0.32,0.09,0.12,0.95,6.9,"M"
"Kessen","PS2",2000,"Strategy","Electronic Arts",0.27,0.21,0.41,0.07,0.95,8.4,"T"
"Driver: San Francisco","PS3",2011,"Racing","Ubisoft",0.24,0.52,0.01,0.18,0.95,7.7,"T"
"Ben 10: Alien Force","DS",2008,"Action","Koch Media",0.65,0.22,0,0.09,0.95,2.8,"E"
"Army of Two: The 40th Day","X360",2010,"Shooter","Electronic Arts",0.62,0.24,0,0.09,0.95,7.3,"M"
"Lost Planet 2","PS3",2010,"Shooter","Capcom",0.29,0.33,0.2,0.13,0.95,6.9,"T"
"LEGO Pirates of the Caribbean: The Video Game","PS3",2011,"Action","Disney Interactive Studios",0.36,0.43,0,0.16,0.95,7.1,"E10+"
"NBA 2K16","X360",2015,"Sports","Take-Two Interactive",0.79,0.05,0,0.1,0.94,3.2,"E"
"Killzone","PS2",2004,"Shooter","Sony Computer Entertainment",0.79,0.03,0,0.13,0.94,7.4,"M"
"The SpongeBob SquarePants Movie","GC",2004,"Platform","THQ",0.73,0.19,0,0.03,0.94,7.8,"E"
"Star Fox 64 3D","3DS",2011,"Shooter","Nintendo",0.48,0.27,0.13,0.06,0.94,8.2,"E10+"
"Castlevania: Lament of Innocence","PS2",2003,"Action","Konami Digital Entertainment",0.46,0.36,0,0.12,0.94,8.4,"M"
"Tom Clancy's Splinter Cell: Blacklist","PS3",2013,"Action","Ubisoft",0.34,0.39,0.06,0.15,0.94,7.7,"M"
"Skylanders: Spyro's Adventure","PS3",2011,"Action","Activision",0.39,0.39,0,0.16,0.94,4.8,"E10+"
"Phantasy Star Portable","PSP",2008,"Role-Playing","Sega",0.19,0.06,0.63,0.05,0.94,7.8,"T"
"WWE SmackDown vs. Raw 2009","PS3",2008,"Fighting","THQ",0.51,0.3,0.01,0.12,0.94,7,"T"
"NCAA Football 10","X360",2009,"Sports","Electronic Arts",0.87,0,0,0.07,0.94,6.7,"E"
"Brutal Legend","PS3",2009,"Action","Electronic Arts",0.54,0.27,0,0.13,0.94,7.6,"M"
"Tony Hawk: RIDE","Wii",2009,"Sports","Activision",0.69,0.17,0,0.08,0.94,4.5,"E10+"
"Bully","PS2",2006,"Action","Take-Two Interactive",0.75,0.03,0.04,0.12,0.94,9.1,"T"
"Prince of Persia: The Sands of Time","XB",2003,"Action","Ubisoft",0.57,0.33,0,0.04,0.94,7.8,"T"
"MLB 06: The Show","PS2",2006,"Sports","Sony Computer Entertainment",0.78,0.03,0,0.13,0.94,8.9,"E"
"NHL 2003","PS2",2002,"Sports","Electronic Arts",0.46,0.36,0,0.12,0.93,6.8,"E"
"Naruto Shippuden: Ultimate Ninja Storm 3","PS3",2013,"Fighting","Namco Bandai Games",0.32,0.32,0.15,0.15,0.93,7.9,"T"
"EA Sports UFC 2","PS4",2016,"Sports","Electronic Arts",0.29,0.49,0,0.15,0.93,6.2,"T"
"The Sims 2","DS",2005,"Simulation","Electronic Arts",0.81,0.05,0,0.07,0.93,6.1,"E10+"
"Tony Hawk's Pro Skater 4","XB",2002,"Sports","Activision",0.59,0.3,0,0.04,0.93,8.5,"T"
"Dragon Age: Inquisition","XOne",2014,"Role-Playing","Electronic Arts",0.56,0.28,0,0.09,0.93,6.9,"M"
"White Knight Chronicles: International Edition","PS3",2008,"Role-Playing","Sony Computer Entertainment",0.33,0.16,0.36,0.08,0.93,7.5,"T"
"SingStar Abba","PS3",2008,"Misc","Sony Computer Entertainment",0.27,0.5,0,0.16,0.93,5.5,"T"
"Kirby: Planet Robobot","3DS",2016,"Action","Nintendo",0.28,0.14,0.47,0.04,0.93,8.7,"E"
"Guitar Hero: Metallica","Wii",2009,"Misc","Activision",0.4,0.43,0,0.1,0.93,8.6,"T"
"Teenage Mutant Ninja Turtles","GBA",2003,"Action","Unknown",0.67,0.25,0,0.02,0.93,8.8,"E"
"Bayonetta","X360",2009,"Action","Sega",0.51,0.25,0.09,0.08,0.93,8,"M"
"MLB 07: The Show","PS2",2007,"Sports","Sony Computer Entertainment",0.77,0.03,0,0.13,0.93,8.6,"E"
"Cars","GC",2006,"Racing","THQ",0.72,0.19,0,0.03,0.93,7,"E"
"Build-A-Bear Workshop","DS",2007,"Simulation","Game Factory",0.85,0.01,0,0.07,0.93,4.8,"E"
"Kingdom Hearts Re:coded","DS",2010,"Role-Playing","Square Enix",0.53,0.09,0.27,0.05,0.93,7,"E10+"
"Operation Flashpoint: Dragon Rising","X360",2009,"Shooter","Codemasters",0.36,0.45,0.02,0.1,0.93,7.8,"M"
"Lego Batman 3: Beyond Gotham","PS4",2014,"Action","Warner Bros. Interactive Entertainment",0.37,0.4,0,0.15,0.93,7.1,"E10+"
"Wipeout: In The Zone","X360",2011,"Misc","Activision",0.87,0,0,0.06,0.93,5.6,"E10+"
"Brothers in Arms: Hell's Highway","PS3",2008,"Shooter","Ubisoft",0.44,0.34,0,0.15,0.93,8,"M"
"The LEGO Movie Videogame","PS3",2014,"Action","Warner Bros. Interactive Entertainment",0.33,0.43,0.02,0.15,0.93,6.8,"E10+"
"Assassin's Creed III","PC",2012,"Action","Ubisoft",0.28,0.53,0,0.12,0.93,6.2,"M"
"Borderlands 2","PC",2012,"Shooter","Take-Two Interactive",0.42,0.41,0,0.1,0.93,8.2,"M"
"Teenage Mutant Ninja Turtles","PS2",2003,"Action","Konami Digital Entertainment",0.45,0.35,0,0.12,0.92,8.7,"E"
"Disney Magical World","3DS",2013,"Adventure","Nintendo",0.17,0.2,0.53,0.03,0.92,7.5,"E"
"Top Gun: Combat Zones","PS2",2001,"Simulation","Titus",0.45,0.35,0,0.12,0.92,3.3,"E"
"NCAA Football 11","X360",2010,"Sports","Electronic Arts",0.86,0,0,0.06,0.92,7.1,"E"
"007: The World is not Enough","PS",2000,"Action","Electronic Arts",0.51,0.35,0,0.06,0.92,6.7,"T"
"Phoenix Wright: Ace Attorney","DS",2005,"Adventure","Capcom",0.44,0.05,0.39,0.05,0.92,9.2,"T"
"MLB 15: The Show","PS4",2015,"Sports","Sony Computer Entertainment",0.68,0.08,0,0.17,0.92,7.8,"E"
"South Park: The Stick of Truth","PS3",2014,"Role-Playing","Ubisoft",0.43,0.34,0,0.16,0.92,8.5,"M"
"South Park: The Stick of Truth","X360",2014,"Role-Playing","Ubisoft",0.58,0.26,0,0.09,0.92,8.4,"M"
"MLB 12: The Show","PS3",2012,"Sports","Sony Computer Entertainment",0.86,0,0,0.06,0.92,7.5,"E"
"SpongeBob SquarePants: The Yellow Avenger","PSP",2006,"Action","THQ",0.55,0.21,0,0.16,0.92,6.4,"E"
"Dante's Inferno","X360",2010,"Action","Electronic Arts",0.63,0.2,0.02,0.07,0.92,7.7,"M"
"Wii Play: Motion","Wii",2011,"Misc","Nintendo",0.23,0.42,0.18,0.09,0.92,6.1,"E10+"
"WWE SmackDown vs. Raw 2009","X360",2008,"Fighting","THQ",0.58,0.26,0,0.08,0.92,7.1,"T"
"Sonic Riders","GC",2006,"Racing","Sega",0.71,0.18,0,0.03,0.92,8,"E"
"Blue Dragon","X360",2006,"Role-Playing","Microsoft Game Studios",0.3,0.32,0.21,0.08,0.92,7.8,"T"
"Harvest Moon 3D: A New Beginning","3DS",2012,"Action","Marvelous Entertainment",0.41,0.17,0.3,0.05,0.91,8.2,"E"
"Kung Fu Panda","Wii",2008,"Action","Activision",0.5,0.32,0,0.09,0.91,6.7,"E10+"
"EA Sports Active 2","PS3",2010,"Sports","Electronic Arts",0.52,0.27,0,0.12,0.91,5.4,"E"
"Knockout Kings 2002","PS2",2002,"Sports","Electronic Arts",0.45,0.35,0,0.12,0.91,8.1,"T"
"Tom Clancy's EndWar","X360",2008,"Strategy","Ubisoft",0.58,0.24,0.01,0.09,0.91,7.2,"T"
"Tokyo Xtreme Racer 3","PS2",2003,"Racing","Genki",0.35,0.27,0.21,0.09,0.91,8.9,"E"
"Xenoblade Chronicles","Wii",2010,"Role-Playing","Nintendo",0.43,0.25,0.16,0.07,0.91,8.9,"T"
"Colin McRae Rally 2.0","PS",2000,"Racing","Codemasters",0.02,0.8,0.02,0.07,0.91,8.7,"E"
"Dynasty Warriors 7","PS3",2011,"Action","Tecmo Koei",0.25,0.13,0.46,0.06,0.91,7.4,"T"
"NBA 2K14","XOne",2013,"Sports","Take-Two Interactive",0.7,0.11,0,0.09,0.91,5.7,"E"
"SSX","PS3",2012,"Sports","Electronic Arts",0.35,0.41,0.02,0.14,0.91,6.8,"E"
"Sonic Riders: Zero Gravity","Wii",2008,"Racing","Sega",0.48,0.32,0.02,0.09,0.91,8.1,"E"
"Sonic Mega Collection Plus","XB",2004,"Misc","Sega",0.61,0.26,0,0.04,0.91,7.9,"E"
"Operation Flashpoint: Dragon Rising","PS3",2009,"Shooter","Codemasters",0.23,0.46,0.05,0.17,0.91,6.5,"M"
"Tiger Woods PGA Tour 2002","PS2",2002,"Sports","Electronic Arts",0.44,0.35,0,0.12,0.9,7.6,"E"
"Lost Odyssey","X360",2007,"Role-Playing","Microsoft Game Studios",0.45,0.26,0.11,0.08,0.9,8.3,"T"
"Street Fighter V","PS4",2016,"Fighting","Capcom",0.4,0.28,0.08,0.14,0.9,3.4,"T"
"Just Cause 3","XOne",2015,"Action","Square Enix",0.44,0.39,0,0.08,0.9,7,"M"
"MLB 2005","PS2",2004,"Sports","Sony Computer Entertainment",0.44,0.35,0,0.12,0.9,7.6,"E"
"Marvel: Ultimate Alliance 2","X360",2009,"Role-Playing","Activision",0.68,0.15,0,0.08,0.9,7.3,"T"
"Burnout Revenge","PS2",2005,"Racing","Electronic Arts",0.75,0.03,0,0.12,0.9,8.8,"E10+"
"Crysis 3","X360",2013,"Shooter","Electronic Arts",0.51,0.31,0.01,0.08,0.9,6.7,"M"
"Far Cry 4","X360",2014,"Shooter","Ubisoft",0.45,0.37,0,0.08,0.9,7,"M"
"The Witcher 2: Assassins of Kings","X360",2012,"Action","Namco Bandai Games",0.48,0.32,0.02,0.08,0.9,8.3,"M"
"Homefront","PS3",2011,"Shooter","THQ",0.32,0.39,0.04,0.15,0.9,5.7,"M"
"LEGO Jurassic World","PS4",2015,"Action","Warner Bros. Interactive Entertainment",0.32,0.42,0.02,0.14,0.9,7,"E10+"
"The Elder Scrolls Online","PC",2014,"Role-Playing","Bethesda Softworks",0.32,0.51,0,0.07,0.9,5.7,"M"
"Hot Shots Tennis","PS2",2006,"Sports","Sony Computer Entertainment",0.17,0.13,0.55,0.05,0.9,8.1,"E"
"MX vs. ATV Reflex","PS3",2009,"Racing","THQ",0.52,0.25,0,0.12,0.9,7.4,"E"
"Madden NFL 25","PS4",2013,"Sports","Electronic Arts",0.63,0.13,0,0.15,0.9,5.2,"E"
"Sonic Heroes","XB",2003,"Platform","Sega",0.41,0.43,0.01,0.05,0.9,7.6,"E"
"Spider-Man 3","PS2",2007,"Platform","Activision",0.74,0.03,0.01,0.12,0.9,6.5,"T"
"James Bond 007: Agent Under Fire","XB",2002,"Shooter","Electronic Arts",0.65,0.22,0,0.03,0.9,7.5,"T"
"LEGO Marvel Super Heroes","3DS",2013,"Action","Warner Bros. Interactive Entertainment",0.42,0.36,0.04,0.07,0.9,5.2,"E10+"
"DJ Hero","PS3",2009,"Misc","Activision",0.42,0.34,0,0.14,0.9,7.8,"T"
"X-Men Legends","XB",2004,"Role-Playing","Activision",0.62,0.24,0,0.04,0.9,8.5,"T"
"NBA Live 2005","XB",2004,"Sports","Electronic Arts",0.81,0.05,0,0.04,0.9,7.6,"E"
"Harry Potter: Quidditch World Cup","PS2",2003,"Sports","Electronic Arts",0.44,0.34,0,0.11,0.9,6.6,"E"
"LEGO The Lord of the Rings","Wii",2012,"Action","Warner Bros. Interactive Entertainment",0.48,0.34,0,0.07,0.9,7.2,"E10+"
"Blitz: The League","PS2",2005,"Sports","Unknown",0.74,0.03,0,0.12,0.89,8,"M"
"Castlevania: Circle of the Moon","GBA",2001,"Platform","Konami Digital Entertainment",0.6,0.22,0.05,0.02,0.89,8.5,"T"
"SOCOM 4: U.S. Navy SEALs","PS3",2011,"Shooter","Sony Computer Entertainment",0.66,0.11,0.04,0.08,0.89,6.3,"M"
"Tiger Woods PGA Tour 06","PS2",2005,"Sports","Electronic Arts",0.74,0.03,0,0.12,0.89,6.2,"E"
"FIFA Street","X360",2012,"Sports","Electronic Arts",0.17,0.62,0,0.1,0.89,6.7,"E"
"Classic NES Series: The Legend of Zelda","GBA",2004,"Adventure","Nintendo",0.46,0.17,0.24,0.02,0.89,8.6,"E"
"Fire Emblem: The Sacred Stones","GBA",2004,"Strategy","Nintendo",0.42,0.16,0.3,0.02,0.89,9.1,"E"
"Killzone: Liberation","PSP",2006,"Shooter","Sony Computer Entertainment",0.44,0.27,0,0.18,0.89,8.3,"T"
"Finding Nemo","GC",2003,"Action","THQ",0.69,0.18,0,0.02,0.89,5.5,"E"
"Lego Batman 3: Beyond Gotham","X360",2014,"Action","Warner Bros. Interactive Entertainment",0.48,0.33,0,0.08,0.89,6.8,"E10+"
"Ace Combat 2","PS",1997,"Simulation","Sony Computer Entertainment",0.16,0.11,0.56,0.06,0.89,8.2,"T"
"NFL 2K2","PS2",2001,"Sports","Sega",0.44,0.34,0,0.11,0.89,7.5,"E"
"Pure","PS3",2008,"Racing","Disney Interactive Studios",0.42,0.33,0,0.14,0.89,7.8,"E"
"Resistance: Retribution","PSP",2009,"Shooter","Sony Computer Entertainment",0.27,0.35,0.05,0.21,0.89,8.1,"M"
"Call of Duty: World at War","DS",2008,"Shooter","Activision",0.56,0.25,0,0.08,0.89,7.8,"T"
"Tiger Woods PGA Tour 12: The Masters","PS3",2011,"Sports","Electronic Arts",0.52,0.25,0,0.11,0.89,7.3,"E"
"FIFA Soccer 09 All-Play","Wii",2008,"Sports","Electronic Arts",0.28,0.51,0,0.09,0.89,8.4,"E"
"LEGO Indiana Jones 2: The Adventure Continues","PS3",2009,"Action","Activision",0.47,0.29,0,0.13,0.89,7.1,"E10+"
"Fossil Fighters","DS",2008,"Role-Playing","Nintendo",0.83,0,0,0.06,0.89,7.9,"E"
"NCAA Football 13","PS3",2012,"Action","Electronic Arts",0.82,0,0,0.07,0.89,4.1,"E"
"Samba De Amigo","Wii",2008,"Misc","Sega",0.41,0.37,0.01,0.09,0.88,8.1,"E"
"The Simpsons Game","PS3",2007,"Action","Electronic Arts",0.38,0.36,0,0.15,0.88,7.5,"T"
"Call of Duty: Modern Warfare 2","PC",2009,"Shooter","Activision",0.01,0.79,0,0.09,0.88,4.2,"M"
"The Tomb Raider Trilogy","PS3",2011,"Action","Square Enix",0.27,0.46,0,0.15,0.88,8.1,"T"
"F1 2010","X360",2010,"Racing","Codemasters",0.18,0.59,0.01,0.1,0.88,7.5,"E"
"Call of Juarez: Bound in Blood","PS3",2009,"Shooter","Ubisoft",0.35,0.37,0.01,0.15,0.88,7.8,"M"
"NBA 2K6","PS2",2005,"Action","Take-Two Interactive",0.43,0.34,0,0.11,0.88,8.3,"E"
"Dissidia 012: Duodecim Final Fantasy","PSP",2011,"Fighting","Square Enix",0.21,0.12,0.46,0.08,0.88,8.3,"T"
"Monster 4X4: World Circuit","Wii",2006,"Racing","Ubisoft",0.8,0,0.01,0.07,0.88,7.8,"E"
"Far Cry: Primal","XOne",2016,"Action","Ubisoft",0.47,0.33,0,0.08,0.88,6.4,"M"
"Resident Evil: Revelations","3DS",2012,"Action","Capcom",0.3,0.22,0.3,0.05,0.88,8.5,"M"
"Sonic Chronicles: The Dark Brotherhood","DS",2008,"Role-Playing","Sega",0.5,0.29,0.01,0.08,0.88,7.3,"E"
"Star Wars: The Force Unleashed","DS",2008,"Action","LucasArts",0.5,0.28,0,0.09,0.88,5.5,"T"
"Grand Theft Auto IV","PC",2008,"Action","Take-Two Interactive",0.01,0.79,0,0.07,0.88,6.6,"M"
"Rock Band 3","X360",2010,"Misc","MTV Games",0.73,0.09,0,0.06,0.88,8.2,"T"
"WWE SmackDown vs. Raw 2011","X360",2010,"Fighting","THQ",0.44,0.35,0,0.08,0.88,7.6,"T"
"ESPN NHL 2K5","PS2",2004,"Sports","Global Star",0.43,0.33,0,0.11,0.88,8.1,"E"
"Borderlands: The Handsome Collection","PS4",2015,"Shooter","Take-Two Interactive",0.38,0.33,0.03,0.14,0.88,7.8,"M"
"Crimson Skies: High Road to Revenge","XB",2003,"Simulation","Microsoft Game Studios",0.65,0.19,0,0.03,0.87,8.8,"T"
"Madden NFL 08","Wii",2007,"Sports","Electronic Arts",0.8,0,0,0.07,0.87,6.8,"E"
"Spec Ops: Ranger Elite","PS",2001,"Shooter","TalonSoft",0.49,0.33,0,0.06,0.87,6.6,"T"
"F1 2009","Wii",2009,"Racing","Codemasters",0.15,0.62,0,0.11,0.87,7.2,"E"
"Tom Clancy's Ghost Recon: Island Thunder","XB",2003,"Shooter","Ubisoft",0.61,0.24,0,0.03,0.87,8.8,"M"
"Sleeping Dogs","X360",2012,"Action","Square Enix ",0.38,0.4,0.01,0.08,0.87,7.9,"M"
"Kingdoms of Amalur: Reckoning","X360",2012,"Role-Playing","Electronic Arts",0.55,0.24,0.01,0.07,0.87,7.7,"M"
"Kingdom Hearts Re: Chain of Memories","PS2",2008,"Role-Playing","Square Enix",0.73,0.03,0,0.12,0.87,7.2,"E10+"
"Phantasy Star Portable 2","PSP",2009,"Role-Playing","Sega",0.08,0.11,0.62,0.06,0.87,8.1,"T"
"Michael Jackson: The Experience","X360",2011,"Misc","Ubisoft",0.62,0.18,0,0.07,0.87,6.8,"E10+"
"LittleBigPlanet Karting","PS3",2012,"Action","Sony Computer Entertainment",0.42,0.3,0.01,0.15,0.87,6.9,"E"
"Tony Hawk's Project 8","PS2",2006,"Sports","Activision",0.72,0.03,0,0.12,0.87,7.3,"T"
"GRID","X360",2008,"Racing","Codemasters",0.33,0.44,0.01,0.09,0.87,7.9,"E"
"DiRT","X360",2007,"Racing","Codemasters",0.38,0.4,0,0.09,0.87,7.4,"E"
"Red Faction: Guerrilla","X360",2009,"Shooter","THQ",0.48,0.29,0.01,0.09,0.87,8.1,"M"
"Fight Night Round 2","PS2",2005,"Fighting","Electronic Arts",0.72,0.03,0,0.12,0.87,9,"T"
"Conflict: Desert Storm","XB",2002,"Shooter","SCi",0.48,0.37,0,0.02,0.87,8.1,"T"
"LEGO Jurassic World","X360",2015,"Action","Warner Bros. Interactive Entertainment",0.47,0.32,0,0.08,0.87,7.1,"E10+"
"Cooking Mama: World Kitchen","Wii",2008,"Simulation","505 Games",0.51,0.27,0.01,0.08,0.87,4.9,"E"
"Brothers in Arms: Hell's Highway","X360",2008,"Shooter","Ubisoft",0.47,0.3,0,0.09,0.87,8.3,"M"
"Vagrant Story","PS",2000,"Role-Playing","Crave Entertainment",0.3,0.2,0.3,0.06,0.87,8.3,"T"
"Warriors Orochi","PS2",2007,"Action","Tecmo Koei",0.11,0.09,0.64,0.03,0.87,8.2,"T"
"Crysis 3","PS3",2013,"Shooter","Electronic Arts",0.26,0.42,0.03,0.16,0.87,6.3,"M"
"Mercenaries 2: World in Flames","PS3",2008,"Shooter","Electronic Arts",0.29,0.39,0.02,0.16,0.87,7.1,"T"
"Ghostbusters: The Video Game","Wii",2009,"Action","Atari",0.59,0.2,0,0.07,0.86,8.5,"E10+"
"Guitar Hero Live","PS4",2015,"Misc","Activision",0.34,0.38,0,0.14,0.86,6.2,"T"
"Endless Ocean: Blue World","Wii",2009,"Simulation","Nintendo",0.46,0.21,0.12,0.06,0.86,8.5,"E10+"
"Winning Eleven: Pro Evolution Soccer 2007","PSP",2006,"Sports","Konami Digital Entertainment",0.01,0.72,0.12,0.01,0.86,8.3,"E"
"Rocky","PS2",2002,"Fighting","Rage Software",0.42,0.33,0,0.11,0.86,8.4,"T"
"Ford Racing","PS",2001,"Racing","Empire Interactive",0.48,0.33,0,0.06,0.86,5.8,"E"
"Guitar Hero: Warriors of Rock","X360",2010,"Misc","Activision",0.47,0.31,0,0.08,0.86,6.5,"T"
"Lemmings","PSP",2006,"Puzzle","Sony Computer Entertainment",0.12,0.51,0,0.23,0.86,7.9,"E"
"Dynasty Warriors 4: Xtreme Legends","PS2",2003,"Action","Tecmo Koei",0.17,0.13,0.51,0.04,0.86,9.1,"T"
"2010 FIFA World Cup South Africa","X360",2010,"Sports","Electronic Arts",0.32,0.42,0.02,0.09,0.85,8.1,"E"
"Tomb Raider: Anniversary","Wii",2007,"Action","Eidos Interactive",0.12,0.62,0,0.11,0.85,7.3,"T"
"NBA 2K8","X360",2007,"Sports","Take-Two Interactive",0.79,0,0,0.07,0.85,7,"E"
"Tiger Woods PGA Tour 2005","XB",2004,"Sports","Electronic Arts",0.64,0.18,0,0.03,0.85,8.9,"E"
"LEGO Jurassic World","PS3",2015,"Action","Warner Bros. Interactive Entertainment",0.35,0.36,0,0.14,0.85,7.4,"E10+"
"Kingdoms of Amalur: Reckoning","PS3",2012,"Role-Playing","Electronic Arts",0.37,0.29,0.09,0.11,0.85,7.6,"M"
"Dragon Ball Z: Burst Limit","PS3",2008,"Fighting","Atari",0.22,0.33,0.18,0.12,0.85,7.2,"T"
"Tekken Tag Tournament 2","PS3",2012,"Fighting","Namco Bandai Games",0.28,0.31,0.13,0.13,0.85,8.2,"T"
"Ninja Gaiden Sigma 2","PS3",2009,"Action","Ubisoft Annecy",0.52,0.16,0.08,0.1,0.85,7.7,"M"
"Ratatouille","PS2",2007,"Action","THQ",0.31,0,0,0.53,0.85,8,"E"
"Burnout 2: Point of Impact","PS2",2002,"Racing","Acclaim Entertainment",0.42,0.32,0,0.11,0.85,8.2,"E"
"Wii Fit U","WiiU",2013,"Sports","Nintendo",0.35,0.23,0.21,0.05,0.85,7.7,"E"
"Street Fighter EX3","PS2",2000,"Fighting","Virgin Interactive",0.32,0.25,0.2,0.08,0.85,7.9,"T"
"The Legendary Starfy","DS",2008,"Platform","Nintendo",0.6,0,0.2,0.05,0.85,8.4,"E"
"NCAA Football 11","PS3",2010,"Sports","Electronic Arts",0.79,0,0,0.06,0.85,7.4,"E"
"The House of the Dead: Overkill","Wii",2009,"Shooter","Sega",0.44,0.3,0.02,0.09,0.85,8.7,"M"
"Army of Two: The 40th Day","PS3",2010,"Shooter","Electronic Arts",0.44,0.27,0.01,0.12,0.85,7,"M"
"Darksiders II","PS3",2012,"Action","THQ",0.35,0.35,0.01,0.14,0.84,7.1,"M"
"Spider-Man 2","GC",2004,"Action","Activision",0.65,0.17,0,0.02,0.84,8.8,"T"
" Tales of Xillia 2","PS3",2012,"Role-Playing","Namco Bandai Games",0.2,0.12,0.45,0.07,0.84,7.9,"T"
"Ghostbusters: The Video Game","PS3",2009,"Action","Sony Computer Entertainment",0.34,0.36,0,0.14,0.84,7.9,"T"
"The Incredibles","GC",2004,"Action","THQ",0.65,0.17,0,0.02,0.84,7.1,"T"
"Xenoblade Chronicles X","WiiU",2015,"Role-Playing","Nintendo",0.36,0.28,0.14,0.06,0.84,8.9,"T"
"NBA 2K10","PS3",2009,"Sports","Take-Two Interactive",0.75,0.01,0.01,0.07,0.84,7.8,"E"
"Skate 2","PS3",2009,"Sports","Electronic Arts",0.46,0.25,0.01,0.12,0.84,7.8,"T"
"Big Mutha Truckers","PS2",2002,"Racing","Empire Interactive",0.41,0.32,0,0.11,0.84,5.3,"T"
"The Evil Within","PS3",2014,"Action","Bethesda Softworks",0.26,0.34,0.13,0.12,0.84,7.6,"M"
"Rogue Galaxy","PS2",2005,"Role-Playing","Sony Computer Entertainment",0.24,0.16,0.39,0.05,0.84,8.4,"T"
"ESPN College Hoops 2K5","PS2",2004,"Sports","Sega",0.41,0.32,0,0.11,0.84,8.1,"E"
"NCAA Football 14","PS3",2013,"Sports","Electronic Arts",0.75,0,0,0.09,0.84,6.2,"E"
"Harry Potter and the Order of the Phoenix","DS",2007,"Action","Electronic Arts",0.28,0.46,0,0.1,0.84,4.9,"E"
"Sniper Elite V2","X360",2012,"Shooter","505 Games",0.46,0.28,0.02,0.07,0.84,6.8,"M"
"Metroid: Zero Mission","GBA",2004,"Adventure","Nintendo",0.6,0.22,0,0.01,0.84,9,"E"
"Ben 10: Protector of Earth","PS2",2007,"Action","D3Publisher",0.09,0,0,0.74,0.84,7.6,"E10+"
"Burnout Legends","PSP",2005,"Racing","Electronic Arts",0.7,0.05,0,0.08,0.84,8.4,"E10+"
"Blazing Angels: Squadrons of WWII","Wii",2007,"Simulation","Ubisoft",0.74,0.04,0,0.06,0.83,6.7,"T"
"Madden NFL 09 All-Play","Wii",2008,"Sports","Electronic Arts",0.76,0.01,0,0.06,0.83,7.2,"E"
"Dynasty Warriors 2","PS2",2000,"Action","THQ",0.24,0.19,0.34,0.06,0.83,8.8,"T"
"Time Crisis 4","PS3",2007,"Shooter","Namco Bandai Games",0.32,0.32,0.05,0.14,0.83,7.4,"T"
"Duke Nukem Forever","X360",2011,"Shooter","Take-Two Interactive",0.52,0.25,0,0.07,0.83,4.4,"M"
"Lizzie McGuire 2: Lizzie Diaries","GBA",2004,"Action","Disney Interactive Studios",0.6,0.22,0,0.01,0.83,5,"E"
"NCAA Football 12","PS3",2011,"Sports","Electronic Arts",0.78,0,0,0.05,0.83,5.8,"E"
"Brute Force","XB",2003,"Shooter","Microsoft Game Studios",0.62,0.18,0.01,0.03,0.83,7.8,"M"
"Tiger Woods PGA Tour 11","PS3",2010,"Sports","Electronic Arts",0.37,0.33,0,0.13,0.83,6.7,"E"
"WWE SmackDown vs. Raw 2009","Wii",2008,"Fighting","THQ",0.44,0.31,0,0.08,0.83,8.5,"T"
"Sly 3: Honor Among Thieves","PS2",2005,"Platform","Sony Computer Entertainment",0.69,0.03,0,0.11,0.83,8.8,"E10+"
"Need for Speed: Nitro","Wii",2009,"Racing","Electronic Arts",0.45,0.3,0,0.08,0.83,7.4,"E10+"
