"artist","album","song","popularity","duration_ms","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","genre"
"Jan Blomqvist;Ben Böhmer","The Space In Between (Ben Böhmer Remix)","The Space In Between - Ben Böhmer Remix",59,253812,0.559,0.656,-10.794,0.0365,0.0574,0.627,0.177,0.0386,122.007,"deep-house"
"Ilkan Gunuc;Emrah Turken","Polkka","Polkka",60,136320,0.725,0.738,-8.383,0.132,0.157,0.513,0.348,0.294,125.097,"deep-house"
"Brando","Party's Over","Party's Over",65,147022,0.799,0.643,-5.784,0.0442,0.0288,1.91e-06,0.0889,0.387,119.987,"deep-house"
"Ilkan Gunuc;Emie","Plain Jane","Plain Jane",57,208200,0.82,0.857,-6.764,0.0567,0.112,0.000256,0.0757,0.686,100.025,"deep-house"
"James Hype;Miggy Dela Rosa;Oliver Heldens","Ferrari (Oliver Heldens Remix)","Ferrari - Oliver Heldens Remix",68,188640,0.73,0.903,-5.64,0.0427,0.00806,0.252,0.0998,0.694,124.957,"deep-house"
"Syn Cole;Kaspara","Breathe (feat. kaspara)","Breathe (feat. kaspara)",61,175081,0.753,0.749,-5.214,0.0314,0.0546,4.39e-06,0.166,0.589,121.988,"deep-house"
"Lucas Estrada","Drowning In You","Drowning In You",67,141875,0.782,0.651,-6.005,0.0601,0.0121,0.324,0.461,0.767,126.052,"deep-house"
"Syn Cole;MIYA MIYA","Feels Like Love (feat. MIYA MIYA)","Feels Like Love (feat. MIYA MIYA)",64,169672,0.728,0.657,-5.329,0.042,0.0696,3.41e-06,0.0855,0.772,122.079,"deep-house"
"Dom Dolla;Clementine Douglas","Miracle Maker","Miracle Maker",70,188592,0.609,0.94,-6.097,0.0617,0.00124,0.269,0.15,0.238,128.001,"deep-house"
"Chris Lorenzo;High Jinx","California Dreamin' (feat. High Jinx)","California Dreamin' (feat. High Jinx)",74,196899,0.685,0.911,-4.977,0.144,0.00552,0.0247,0.285,0.351,128.02,"deep-house"
"Purple Disco Machine;Sophie and the Giants","Exotica (Deluxe)","In the Dark",60,185564,0.696,0.77,-5.53,0.0496,0.0453,4.08e-05,0.0812,0.775,115.937,"deep-house"
"Purple Disco Machine;Eyelar","Exotica","Dopamine",60,216770,0.69,0.805,-5.395,0.124,0.053,0,0.188,0.874,117.985,"deep-house"
"Navos","Night Drive Autumn/Winter 2022/23","Believe Me",0,188260,0.629,0.876,-5.572,0.0408,0.129,1.39e-06,0.29,0.645,124.999,"deep-house"
"Purple Disco Machine;Sophie and the Giants","Exotica","Hypnotized",59,195704,0.689,0.812,-5.084,0.0995,0.0977,0.000308,0.109,0.706,108.064,"deep-house"
"Robin Schulz;Francesco Yates","Sugar (feat. Francesco Yates) [Billions Club Remix]","Sugar (feat. Francesco Yates) - Billions Club Remix",64,186377,0.553,0.963,-5.972,0.0889,0.171,0.00064,0.09,0.464,126.066,"deep-house"
"Robin Schulz;Tom Walker;James Carter","Sun Will Shine (James Carter Remix)","Sun Will Shine - James Carter Remix",0,188697,0.715,0.74,-7.009,0.0434,0.0118,0.000755,0.313,0.467,126.004,"deep-house"
"Navos","pov: it's 2021","Believe Me",0,188260,0.629,0.876,-5.572,0.0408,0.129,1.39e-06,0.29,0.645,124.999,"deep-house"
"Mark Knight;Armand Van Helden","Toolroom Amsterdam 2022","The Music Began To Play",5,145984,0.738,0.936,-3.451,0.219,0.00151,0.707,0.617,0.27,127.022,"deep-house"
"David Forbes","ASOT 1090 - A State Of Trance Episode 1090","Threshold (ASOT 1090)",40,124530,0.473,0.94,-7.879,0.0488,1.75e-05,0.755,0.175,0.565,133.982,"deep-house"
"Deep Chills;Coral Reef;Bikini Bandits;Julia Raye","Talkin' Bout a Revolution","Talkin' Bout a Revolution",41,153065,0.718,0.767,-6.695,0.0482,0.616,0.000956,0.14,0.424,117.952,"deep-house"
"Black Coffee","Africa's Finest","Superman",1,433626,0.829,0.689,-9.539,0.0706,0.0619,0.709,0.12,0.734,123.977,"deep-house"
"CID;Westend","Armada Music - ADE 2022","Let Me Take You",3,154761,0.873,0.908,-3.573,0.059,0.00839,0.0976,0.343,0.904,125.984,"deep-house"
"Black Coffee","Africa Rising Vol.2","Superman",0,433626,0.829,0.689,-9.539,0.0706,0.0619,0.709,0.12,0.734,123.977,"deep-house"
"Black Coffee","Afrodance 2022","Superman",0,433626,0.829,0.689,-9.539,0.0706,0.0619,0.709,0.12,0.734,123.977,"deep-house"
"Disciples","Dance Dance Dance","On My Mind",0,185493,0.745,0.845,-4.028,0.045,0.0826,3.31e-05,0.0577,0.783,122.053,"deep-house"
"Klangkuenstler;Alice Phoebe Lou","Man on the Moon","Man on the Moon - Miguel Campbell Remix",45,348520,0.901,0.3,-10.822,0.0525,0.00346,0.0467,0.0853,0.76,121.99,"deep-house"
"Disciples","EDM Hits","On My Mind",0,185493,0.745,0.845,-4.028,0.045,0.0826,3.31e-05,0.0577,0.783,122.053,"deep-house"
"Disciples","House Anthems","On My Mind",3,185493,0.745,0.845,-4.028,0.045,0.0826,3.31e-05,0.0577,0.783,122.053,"deep-house"
"Nils Hoffmann","Armada Electronic Elements - ADE 2022","Tiderays",1,220022,0.731,0.718,-10.244,0.0484,0.00726,0.885,0.148,0.661,120.03,"deep-house"
"Just Kiddin;Camden Cox","EDM Gaming Music Autumn/Winter 2022","Stay The Night - Re-Edit",0,166852,0.783,0.799,-4.58,0.0343,0.276,0.0941,0.0756,0.492,123.005,"deep-house"
"Just Kiddin;Camden Cox","Night Drive Autumn/Winter 2022/23","Stay The Night - Re-Edit",0,166852,0.783,0.799,-4.58,0.0343,0.276,0.0941,0.0756,0.492,123.005,"deep-house"
"The Shapeshifters","Trance Classics 2021","Lola's Theme - Radio Edit",44,207066,0.749,0.844,-4.612,0.054,0.000819,0.000236,0.068,0.661,123.925,"deep-house"
"Ferreck Dawn","Best of Kittball, Vol. 6","Bolingo - Original Short Edit",0,153600,0.703,0.881,-7.055,0.0695,0.00116,0.0687,0.0421,0.519,124.993,"deep-house"
"James Hype;Miggy Dela Rosa;Lazza","Ferrari (Remix)","Ferrari - Remix",80,172000,0.818,0.728,-5.705,0.0724,0.0985,0,0.0917,0.597,124.974,"deep-house"
"D.O.D","All Mine","All Mine",66,151500,0.777,0.746,-5.715,0.0382,0.0139,0.0805,0.0973,0.263,121.99,"deep-house"
"CamelPhat;ARTBAT;RHODES","For a Feeling (feat. RHODES)","For a Feeling (feat. RHODES)",58,296324,0.64,0.903,-7.577,0.0358,0.000766,0.632,0.0636,0.0357,122.016,"deep-house"
"Joshwa;Lee Foss","My Humps","My Humps",67,186124,0.862,0.79,-8.412,0.0672,0.0418,0.00615,0.0746,0.587,129.005,"deep-house"
"Chris Lake;Alexis Roberts","Turn off the Lights","Turn off the Lights",67,210546,0.824,0.745,-5.49,0.0755,0.0467,3.29e-05,0.198,0.888,125.013,"deep-house"
"Robin Schulz;James Blunt","OK","OK",63,189306,0.653,0.81,-6.032,0.0558,0.118,0,0.126,0.583,121.951,"deep-house"
"Chris Lorenzo;COBRAH","MAMI","MAMI",66,247896,0.758,0.944,-4.901,0.0623,0.0308,0.103,0.0438,0.826,126.022,"deep-house"
"James Hype;Tita Lau","B2B","B2B",54,160000,0.799,0.956,-6.407,0.0679,0.00545,0.568,0.064,0.922,123.998,"deep-house"
"D.O.D","Every Step","Every Step",71,159857,0.662,0.872,-4.874,0.0318,0.0729,0.016,0.156,0.372,121.989,"deep-house"
"Chris Lake;NPC","A Drug From God","A Drug From God",62,192455,0.714,0.883,-4.43,0.0625,0.00819,0.843,0.231,0.819,126.016,"deep-house"
"Klingande","The Album","Pumped Up",58,177073,0.732,0.734,-6.423,0.107,0.00719,1.49e-05,0.34,0.643,123.033,"deep-house"
"Jay Pryor;Coldabank;Anna Straker","Good for Me (feat. Anna Straker)","Good for Me (feat. Anna Straker)",63,144960,0.725,0.615,-7.217,0.0453,0.02,0.00821,0.138,0.411,124.987,"deep-house"
"TCTS;Maroox","Go","Go",67,142349,0.68,0.853,-5.671,0.0503,0.0127,0.000685,0.199,0.604,124.981,"deep-house"
"The Him;Ivy Adara","Everybody Hurts","Everybody Hurts",49,173454,0.715,0.88,-5.151,0.233,0.0734,0.000173,0.369,0.773,103.063,"deep-house"
"Brando","All Night","All Night",65,173251,0.769,0.696,-5.363,0.0316,0.0852,1.17e-06,0.12,0.558,119.992,"deep-house"
"Robin Schulz;Akon","Sugar","Heatwave (feat. Akon)",58,187126,0.702,0.82,-4.323,0.063,0.196,0,0.156,0.52,107.936,"deep-house"
"GAMPER & DADONI","Creep","Creep",62,174998,0.654,0.576,-9.737,0.0354,0.0149,0.103,0.114,0.662,124.993,"deep-house"
"Autograf;Blonde Maze","Revolves Around You","Revolves Around You",50,219396,0.541,0.67,-7.717,0.0381,0.0237,0.0425,0.298,0.11,101.996,"deep-house"
"Lucas Estrada;TWOPILOTS","Bloom","Bloom",65,179428,0.646,0.742,-4.96,0.0254,0.0224,4.99e-05,0.141,0.136,104.991,"deep-house"
"Shift K3Y","Feel Your Body","Feel Your Body",66,176000,0.712,0.765,-5.137,0.0799,0.0363,0.129,0.344,0.693,123.999,"deep-house"
"J. Worra;Leo Stannard","Check Out","Check Out",70,174138,0.814,0.675,-6.761,0.042,0.00577,0.0818,0.0956,0.776,125,"deep-house"
"Brando","Yes or No","Yes or No",64,175570,0.879,0.655,-5.602,0.0401,0.106,0.00397,0.131,0.67,118.025,"deep-house"
"James Hype;Tita Lau","B2B","B2B",36,160000,0.8,0.955,-6.613,0.0725,0.0128,0.809,0.0612,0.908,124.018,"deep-house"
"Ilkan Gunuc;Emrah Turken","My Name Is Tokyo","My Name Is Tokyo",50,172216,0.712,0.81,-3.659,0.0344,0.000624,0.326,0.0725,0.393,119.988,"deep-house"
"Sonny Fodera;Gorgon City;Danny Howard;Stevie Appleton","Remember (feat. Stevie Appleton)","Remember (feat. Stevie Appleton)",67,199967,0.655,0.89,-6.434,0.0611,0.101,0.0149,0.488,0.328,127.979,"deep-house"
"Jan Blomqvist","Disconnected","The Space In Between",55,206004,0.671,0.569,-12.401,0.0316,0.0131,0.19,0.106,0.433,120,"deep-house"
"Deep Chills;Tilsen","Stay Yours","Stay Yours",55,128397,0.551,0.482,-6.404,0.242,0.652,0,0.18,0.628,200.116,"deep-house"
"Robin Schulz;KIDDO;Ofenbach","All We Got (feat. KIDDO) [Ofenbach Remix]","All We Got (feat. KIDDO) - Ofenbach Remix",62,129814,0.803,0.796,-5.077,0.0343,0.0522,2.69e-05,0.25,0.549,114.95,"deep-house"
"Lulleaux;Kid Princess","Empty Love (feat. Kid Princess)","Empty Love",51,170314,0.76,0.743,-5.007,0.0432,0.0792,0.000312,0.349,0.57,99.979,"deep-house"
"Robin Schulz;Mougleta","Rockstar Baby (feat. Mougleta)","Rockstar Baby (feat. Mougleta)",64,174858,0.689,0.914,-5.169,0.0457,0.0278,0.00593,0.101,0.63,123.029,"deep-house"
"Joshwa;Lee Foss","Night Drive Autumn/Winter 2022/23","My Humps",0,186124,0.862,0.79,-8.412,0.0672,0.0418,0.00615,0.0746,0.587,129.005,"deep-house"
"Brando;Ninetails","Saturday Night (Feel The Groove)","Saturday Night (Feel The Groove)",64,153925,0.693,0.773,-4.239,0.0597,0.0274,0,0.426,0.625,121.986,"deep-house"
"Hogland;KIDDO","Letting Go","Letting Go",59,192088,0.667,0.635,-5.924,0.0365,0.0534,0,0.0963,0.217,119.948,"deep-house"
"Purple Disco Machine;Moss Kena;The Knocks","Exotica","Fireworks",57,200015,0.754,0.793,-5.29,0.0426,0.0072,3.5e-06,0.182,0.787,118.03,"deep-house"
"Black Coffee;David Guetta;Delilah Montagu","Subconsciously","Drive - Edit",59,191258,0.721,0.789,-8.779,0.0382,0.00123,0.0454,0.0791,0.429,118.024,"deep-house"
"GAMPER & DADONI;ILIRA","Rule The World (feat. ILIRA)","Rule The World (feat. ILIRA)",67,170785,0.717,0.627,-8.198,0.0966,0.00974,0,0.222,0.437,125.965,"deep-house"
"Deep Chills","Every Breath You Take","Every Breath You Take",65,198058,0.78,0.573,-8.545,0.038,0.249,0.245,0.18,0.671,119.973,"deep-house"
"Robert Nickson","ASOT 1090 - A State Of Trance Episode 1090","Rocket Surgery (ASOT 1090)",41,171190,0.416,0.936,-8.562,0.0428,0.000138,0.866,0.125,0.0803,133.949,"deep-house"
"TCTS;Flash 89;Lilly Ahlberg","Armada Music - ADE 2022","Is It A Lie",2,180952,0.603,0.91,-5.066,0.0336,0.0181,0.298,0.278,0.419,126.018,"deep-house"
"Kideko","Toolroom Amsterdam 2022","Free",5,162380,0.674,0.9,-6.293,0.0386,0.00617,0.516,0.322,0.77,126.01,"deep-house"
"Bolier;NBLM","Good Vibes Only Club, Vol. 2","Follow Me",0,185365,0.721,0.883,-5.449,0.0441,0.0277,0.0128,0.0827,0.274,122.999,"deep-house"
"Zac Samuel;MØØNE","Armada Music - ADE 2022","Follow Me",1,213543,0.727,0.597,-6.226,0.0278,0.052,0.279,0.371,0.393,124.009,"deep-house"
"KC Lights;Leo Stannard","Toolroom Amsterdam 2022","Daydreamer - Night Mix",4,202250,0.563,0.916,-6.58,0.0397,0.00139,0.37,0.356,0.19,126,"deep-house"
"BLOND:ISH","#PlasticFreeParty","Life Is...",0,253701,0.698,0.861,-7.21,0.0344,0.000237,0.471,0.0758,0.169,123.004,"deep-house"
"KC Lights","Tomorrowland Music - The Reflection of Love Singles","Follow",3,152000,0.711,0.871,-7.145,0.0572,0.246,0.000143,0.273,0.537,124.985,"deep-house"
"Dombresky;Crusy","Toolroom Amsterdam 2022","El Beso (feat. Mathieu Ruz)",5,211547,0.653,0.962,-4.848,0.0454,0.000851,0.0168,0.411,0.611,125.97,"deep-house"
"Autograf;Tiina","Armada Music - ADE 2022","High On That New Love",1,166451,0.721,0.74,-4.657,0.0901,0.128,0,0.171,0.691,123.893,"deep-house"
"Kideko;Armand Van Helden","House Anthems","The Fire",1,176190,0.707,0.944,-3.967,0.0349,0.0174,0.0765,0.429,0.819,125.944,"deep-house"
"Solardo","Sola Presents: Amsterdam 2022","Riser",0,369642,0.728,0.921,-7.011,0.0538,0.000129,0.83,0.0623,0.34,126,"deep-house"
"Junge Junge;Kyle Pearce","Arbeitsmusik Herbst/Winter 2022/2023","Run Run Run",0,213720,0.72,0.487,-9.857,0.0322,0.373,0.161,0.182,0.265,122.003,"deep-house"
"Mahmut Orhan;Sena Şener","Feel (feat. Sena Sener) [Radio Edit]","Feel (feat. Sena Sener) - Radio Edit",56,172558,0.731,0.756,-4.937,0.0436,0.038,0.162,0.157,0.723,121.004,"deep-house"
"Y.V.E. 48","Waiting for You","Waiting for You",56,152000,0.69,0.608,-8.006,0.0311,0.00529,0.00473,0.193,0.33,102.984,"deep-house"
"Tchami;Habstrakt;Lena Leon","Eternity (feat. Lena Leon)","Eternity (feat. Lena Leon)",59,217258,0.715,0.862,-8.182,0.0632,0.0108,0.788,0.128,0.152,124,"deep-house"
"Ömer Balık","Coffee Blues","Coffee Blues",53,220000,0.843,0.37,-11.635,0.041,0.521,0.0097,0.114,0.664,99.996,"deep-house"
"Mahmut Orhan;Irina Rimes","Schhh","Schhh",52,185689,0.557,0.712,-5.32,0.0358,0.328,3.69e-06,0.097,0.215,97.023,"deep-house"
"Y.V.E. 48","Fast Car","Fast Car",59,157232,0.765,0.561,-8.946,0.0361,0.0805,0.141,0.123,0.147,112.034,"deep-house"
"HUGEL;Westend;Cumbiafrica","Aguila ft. Cumbiafrica","Aguila ft. Cumbiafrica",66,168600,0.812,0.816,-5.584,0.0432,0.00304,0.000128,0.112,0.211,125.001,"deep-house"
"Just Kiddin;Camden Cox","Stay The Night","Stay The Night",53,166533,0.828,0.697,-7.035,0.034,0.0585,0.156,0.107,0.387,122.998,"deep-house"
"M-22;Ella Henderson","Heartstrings","Heartstrings",63,211359,0.614,0.762,-5.146,0.0481,0.00106,1.5e-06,0.0545,0.255,124.902,"deep-house"
"M-22","Need You There","Need You There",63,185991,0.651,0.76,-5.949,0.0446,0.0273,0.000538,0.315,0.137,122.969,"deep-house"
"Sam Paganini;Adam Beyer;Layton Giordani","Rave (Remix)","Rave - Remix",60,239083,0.732,0.627,-13.712,0.0524,0.000174,0.895,0.0981,0.266,131.007,"deep-house"
"Cut Off","Lonely","Lonely",57,282857,0.785,0.565,-6.661,0.0422,0.0865,0.211,0.259,0.186,112.017,"deep-house"
"Nora En Pure","Life on Hold","Life on Hold",59,207540,0.681,0.935,-6.392,0.0417,0.571,0.458,0.108,0.0584,121.999,"deep-house"
"Purple Disco Machine;Sophie and the Giants","Hypnotized","Hypnotized",58,195704,0.689,0.813,-5.084,0.0998,0.0969,0.000232,0.11,0.704,108.065,"deep-house"
"Furkan Sert;Elnur Mikayilov","Alone","Alone",49,225226,0.74,0.535,-6.881,0.0423,0.309,0.417,0.106,0.229,99.99,"deep-house"
"Nora Van Elken","I Don't Need You","I Don't Need You",60,180000,0.665,0.904,-6.234,0.0948,0.288,0.0162,0.427,0.0925,116.01,"deep-house"
"Y.V.E. 48","You've Got The Love","You've Got The Love",63,147750,0.755,0.44,-11.7,0.0475,0.202,0.129,0.167,0.151,107.036,"deep-house"
"HUGEL;Amber Van Day","WTF?!","WTF (feat. Amber Van Day)",32,160686,0.807,0.737,-4.538,0.0526,0.0602,1.12e-06,0.704,0.865,123.983,"deep-house"
"James Hype;Tita Lau","B2B","Disconnected",27,194523,0.842,0.811,-6.476,0.109,0.00579,0.176,0.0702,0.594,125.995,"deep-house"
"Deep Chills;Le Boeuf;Kersty Ryan","Weak","Weak",50,141488,0.795,0.698,-5.751,0.0462,0.416,4.9e-06,0.0834,0.739,119.023,"deep-house"
"Tchami;Marten Hørger","The Calling","The Calling",64,197760,0.748,0.873,-6.301,0.0627,0.00867,0.151,0.244,0.348,124.995,"deep-house"
"Bolier;Arman Cekin;Rhi'N'B","Fade Away (feat. Rhi'N'B)","Fade Away (feat. Rhi'N'B)",48,158400,0.722,0.579,-8.909,0.12,0.343,0.0649,0.268,0.453,100.021,"deep-house"
"James Hype;Pia Mia","Good Luck","Good Luck",61,147597,0.701,0.836,-6.093,0.051,0.0721,0,0.248,0.712,125.927,"deep-house"
"Biscits;Goodboys","London Rain","London Rain",54,184500,0.749,0.758,-7.544,0.0392,0.0231,4.57e-06,0.139,0.613,125.988,"deep-house"
"Carta","Liang","Liang",56,150234,0.568,0.934,-4.975,0.0317,9.2e-05,0.786,0.366,0.0853,128.031,"deep-house"
"Syn Cole;kirstin","Got the Feeling","Got the Feeling",53,178911,0.677,0.819,-3.654,0.0304,0.0776,5.61e-05,0.0756,0.529,124.01,"deep-house"
"Lucas Estrada;NEIMY","Ocean Quiet","Ocean Quiet",62,167160,0.789,0.638,-7.515,0.045,0.171,0.0337,0.274,0.427,117.026,"deep-house"
"Lucas Estrada;PLANT","Medicine","Medicine",62,158031,0.781,0.715,-8.043,0.0406,0.614,0.069,0.0974,0.63,120.026,"deep-house"
"BCX","Miracle In The Middle Of My Heart","Miracle In The Middle Of My Heart",60,174260,0.757,0.627,-6.441,0.0284,0.42,0.000868,0.117,0.212,115.017,"deep-house"
"Dom Dolla","San Frandisco","San Frandisco",61,185000,0.779,0.937,-6.269,0.0496,0.0443,0.101,0.0912,0.49,125.025,"deep-house"
"Brando","Don't Call Me","Don't Call Me",59,164096,0.681,0.726,-7.011,0.074,0.0285,6.09e-05,0.156,0.22,113.983,"deep-house"
"Garreth Maher","Every Little Step","Every Little Step",46,157440,0.668,0.925,-3.72,0.0439,0.0322,0,0.0405,0.661,125.084,"deep-house"
"The Him;Georgie Keller","Gravity","Gravity",59,150000,0.586,0.868,-3.833,0.117,0.296,9.52e-06,0.119,0.792,123.839,"deep-house"
"Chris Lake;Alexis Roberts;Cages","Turn off the Lights","Turn off the Lights - Cages Remix",62,208857,0.653,0.839,-6.677,0.0581,0.00324,0.00294,0.476,0.334,125.004,"deep-house"
"Embody;Brianna","Love of You (The Violin Song)","Love of You (The Violin Song)",47,160575,0.754,0.75,-4.933,0.0733,0.249,1.86e-06,0.23,0.644,113.989,"deep-house"
"Hogland","All Alone","All Alone",47,203485,0.482,0.611,-8.569,0.11,0.177,0,0.221,0.232,184.069,"deep-house"
"BLOND:ISH;Francis Mercier;Amadou & Mariam","Sete","Sete",63,209760,0.736,0.827,-3.902,0.0643,0.0199,0.00828,0.351,0.814,125.008,"deep-house"
"LYOD;Celi","Underwater","Underwater",60,177988,0.661,0.703,-6.659,0.039,0.404,3.35e-05,0.21,0.433,111.987,"deep-house"
"Autograf;Tiina","Love Runs Deep","Love Runs Deep",60,166004,0.815,0.705,-4.934,0.135,0.0294,1.62e-06,0.173,0.516,123.981,"deep-house"
"James Hype","Crank","Crank",61,178804,0.846,0.906,-5.157,0.0468,0.0227,0.883,0.0703,0.325,126.02,"deep-house"
"Brando;Kiesza","Out Of My League (with Kiesza)","Out Of My League (with Kiesza)",62,151547,0.83,0.661,-5.49,0.0426,0.00499,2.23e-05,0.146,0.474,118.027,"deep-house"
"Deep Chills;IVIE;Alex Grey","Run Free (Alex Grey Remix)","Run Free - Alex Grey Remix",38,159600,0.598,0.764,-6.289,0.0592,0.0623,0.00302,0.387,0.669,200.042,"deep-house"
"HUGEL;Jude & Frank;Paolo Pellegrino;Martina Camargo","Rio Rio (feat. Martina Camargo)","Rio Rio (feat. Martina Camargo)",49,171845,0.709,0.819,-5.835,0.0721,0.00178,3.22e-05,0.338,0.492,126.006,"deep-house"
"Syn Cole;Alida","Shadow","Shadow",60,166572,0.786,0.718,-6.292,0.04,0.00519,0.000977,0.127,0.525,123.951,"deep-house"
"Brando;HUGEL;Hugo Cantarra","Look Into My Eyes","Look Into My Eyes - HUGEL & Hugo Cantarra Remix",62,152195,0.386,0.779,-5.756,0.032,0.00154,0.704,0.35,0.116,122.982,"deep-house"
"Chapter & Verse","Lights Go Out","Lights Go Out",60,226666,0.624,0.888,-5.909,0.0474,0.0975,0.313,0.0899,0.278,126.081,"deep-house"
"Oliver Schories","Melodies & Harmonies, Vol. 32","Lymn - Extended Mix",0,403666,0.81,0.672,-9.582,0.0526,0.000153,0.924,0.0806,0.285,124,"deep-house"
"Eden Prince;Clementine Douglas","House Anthems","Greenlight",1,159905,0.68,0.802,-6.073,0.0377,0.138,0,0.0783,0.754,124.059,"deep-house"
"Alex Schulz","Summertime House Grooves, Vol. 6","We Could Be Anything",0,210081,0.681,0.644,-7.079,0.0327,0.163,8.35e-05,0.417,0.468,122.009,"deep-house"
"Oliver Schories","After:Hour Sounds, Vol. 33","Peron - Extended Mix",0,408053,0.81,0.824,-9.124,0.0646,0.000107,0.922,0.0585,0.0724,123.008,"deep-house"
"CamelPhat;Eli & Fur","Dark Matter","Waiting",49,331511,0.701,0.758,-9.247,0.0461,0.097,0.289,0.144,0.249,120.001,"deep-house"
"The Him;Son Mieux","Feels Like Home","Feels Like Home - Radio Edit",52,184918,0.65,0.827,-3.792,0.0926,0.0265,5.88e-05,0.166,0.498,122.057,"deep-house"
"Campsite Dream","September","September",54,185606,0.754,0.442,-8.801,0.0481,0.0078,1.9e-05,0.106,0.33,110.028,"deep-house"
"Tchami;Gunna","Praise (feat. Gunna)","Praise (feat. Gunna)",55,210000,0.737,0.681,-10.063,0.0536,0.0401,0.0011,0.31,0.799,124.023,"deep-house"
"Y.V.E. 48","Let You Know","Let You Know",55,173166,0.61,0.571,-9.432,0.0395,0.242,0.21,0.228,0.147,89.769,"deep-house"
"Bolier;Iceleak","Last Love","Last Love",44,155520,0.786,0.73,-7.625,0.0765,0.334,0.00199,0.231,0.688,124.997,"deep-house"
"Y.V.E. 48","Wicked Game","Wicked Game",59,166525,0.802,0.382,-14.841,0.0468,0.131,0.0271,0.161,0.0894,117.969,"deep-house"
"Biscits","Sundown","Sundown",62,211448,0.774,0.886,-7.569,0.0501,0.0306,0.129,0.0252,0.868,125.012,"deep-house"
"LVNDSCAPE;Cathrine Lassen","Dive With Me","Dive With Me (feat. Cathrine Lassen)",53,220432,0.68,0.541,-5.909,0.032,0.341,1.02e-06,0.23,0.447,97.005,"deep-house"
"Sumix;Arild Aas;Sondre Bjelland","Indecisive","Indecisive",47,216545,0.731,0.403,-13.776,0.303,0.536,0.000443,0.126,0.15,109.987,"deep-house"
"Thomas Jack","Rivers","Rivers",56,207832,0.574,0.809,-5.787,0.0565,0.149,6.99e-06,0.129,0.471,122.005,"deep-house"
"Robin Schulz;Ilsey","Sugar","Headlights (feat. Ilsey)",60,209208,0.597,0.685,-6.371,0.0367,0.0245,0.000335,0.182,0.369,122.002,"deep-house"
"Lucas Estrada;Bhaskar;Pawl","Bad Together","Bad Together",55,176640,0.723,0.755,-5.363,0.0521,0.157,1.46e-05,0.114,0.472,124.972,"deep-house"
"Syn Cole;Dakota","Lights Go Down","Lights Go Down",47,186666,0.675,0.763,-5.73,0.0381,0.00556,0,0.0575,0.371,123.988,"deep-house"
"Sylow;Pierre Leck;Kingsley Q","There Is No Wonderwall","There Is No Wonderwall",61,218400,0.669,0.662,-5.698,0.0463,0.403,6.6e-06,0.122,0.33,99.985,"deep-house"
"Jan Blomqvist","Canopée des Cîmes","Canopée des Cîmes",56,296376,0.594,0.764,-10.72,0.0395,0.00174,0.657,0.167,0.0358,122.051,"deep-house"
